common_name,category,CID,AtomStereoCount,BondStereoCount,Charge,Complexity,ConnectivitySMILES,CovalentUnitCount,ExactMass,HBondAcceptorCount,HBondDonorCount,HeavyAtomCount,IUPACName,InChI,InChIKey,MolecularFormula,MolecularWeight,MonoisotopicMass,RotatableBondCount,SMILES,TPSA,XLogP,sdf_file
Oxycodone,Opioids,5284603,4,0,0,553,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,1,315.14705815,5,1,23,"(4R,4aS,7aR,12bS)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","InChI=1S/C18H21NO4/c1-19-8-7-17-14-10-3-4-12(22-2)15(14)23-16(17)11(20)5-6-18(17,21)13(19)9-10/h3-4,13,16,21H,5-9H2,1-2H3/t13-,16+,17+,18-/m1/s1",BRUQQQPBMZOVGD-XFKAJCMBSA-N,C18H21NO4,315.4,315.14705815,1,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,59,1.2,Oxycodone_5284603.sdf
Hydrocodone,Opioids,5284569,4,0,0,509,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,1,299.15214353,4,0,22,"(4R,4aR,7aR,12bS)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3,6,11-12,17H,4-5,7-9H2,1-2H3/t11-,12+,17-,18-/m0/s1",LLPOLZWFYMWNKH-CMKMFDCUSA-N,C18H21NO3,299.4,299.15214353,1,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,38.8,2.2,Hydrocodone_5284569.sdf
Fentanyl,Opioids,3345,0,0,0,391,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,1,336.220163521,2,0,25,N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide,"InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3",PJMPHNIQZUBGLI-UHFFFAOYSA-N,C22H28N2O,336.5,336.220163521,6,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,23.6,4,Fentanyl_3345.sdf
Methadone,Opioids,4095,1,0,0,346,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,1,309.209264485,2,0,23,"6-(dimethylamino)-4,4-diphenylheptan-3-one","InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3",USSIQXCVUWKGNF-UHFFFAOYSA-N,C21H27NO,309.4,309.209264485,7,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,20.3,3.9,Methadone_4095.sdf
Buprenorphine,Opioids,644073,7,0,0,869,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,1,467.30355879,5,2,34,"(1S,2S,6R,14R,15R,16R)-5-(cyclopropylmethyl)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11-trien-11-ol","InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3/t20-,21-,24-,26+,27-,28+,29-/m1/s1",RMRJXGBAOAMLHD-IHFGGWKQSA-N,C29H41NO4,467.6,467.30355879,5,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,62.2,5,Buprenorphine_644073.sdf
Tramadol,Opioids,33741,2,0,0,282,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,1,263.188529040,3,1,19,"cis-(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol","InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3/t14-,16+/m1/s1",TVYLLZQTGLZFBW-ZBFHGGJFSA-N,C16H25NO2,263.37,263.188529040,4,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,32.7,2.6,Tramadol_33741.sdf
Naloxone,Opioids,5284596,4,0,0,594,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,1,327.14705815,5,2,24,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","InChI=1S/C19H21NO4/c1-2-8-20-9-7-18-15-11-3-4-12(21)16(15)24-17(18)13(22)5-6-19(18,23)14(20)10-11/h2-4,14,17,21,23H,1,5-10H2/t14-,17+,18+,19-/m1/s1",UZHSEJADLWPNLE-GRGSLBFTSA-N,C19H21NO4,327.4,327.14705815,2,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,70,2.1,Naloxone_5284596.sdf
Naltrexone,Opioids,5360515,4,0,0,621,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,1,341.16270821,5,2,25,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","InChI=1S/C20H23NO4/c22-13-4-3-12-9-15-20(24)6-5-14(23)18-19(20,16(12)17(13)25-18)7-8-21(15)10-11-1-2-11/h3-4,11,15,18,22,24H,1-2,5-10H2/t15-,18+,19+,20-/m1/s1",DQCKKXVULJGBQN-XFWGSAIBSA-N,C20H23NO4,341.4,341.16270821,2,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,70,1.9,Naltrexone_5360515.sdf
Thebaine,Opioids,5324289,3,0,0,585,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)OC)O4)OC,1,311.15214353,4,0,23,"(4R,7aR,12bS)-7,9-dimethoxy-3-methyl-2,4,7a,13-tetrahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline","InChI=1S/C19H21NO3/c1-20-9-8-19-12-5-7-15(22-3)18(19)23-17-14(21-2)6-4-11(16(17)19)10-13(12)20/h4-7,13,18H,8-10H2,1-3H3/t13-,18+,19+/m1/s1",FQXXSQDCDRQNQE-VMDGZTHMSA-N,C19H21NO3,311.4,311.15214353,2,CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4)OC,30.9,2.2,Thebaine_5324289.sdf
Papaverine,Opioids,4680,0,0,0,407,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,1,339.14705815,5,0,25,"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline","InChI=1S/C20H21NO4/c1-22-17-6-5-13(10-18(17)23-2)9-16-15-12-20(25-4)19(24-3)11-14(15)7-8-21-16/h5-8,10-12H,9H2,1-4H3",XQYZDYMELSJDRZ-UHFFFAOYSA-N,C20H21NO4,339.4,339.14705815,6,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,49.8,3.9,Papaverine_4680.sdf
Meperidine,Opioids,4058,0,0,0,276,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,1,247.157228913,3,0,18,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",XADCESSVHJOZHK-UHFFFAOYSA-N,C15H21NO2,247.33,247.157228913,4,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,29.5,2.5,Meperidine_4058.sdf
Hydromorphone,Opioids,5284570,4,0,0,494,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,1,285.13649347,4,1,21,"(4R,4aR,7aR,12bS)-9-hydroxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,16,19H,3,5-8H2,1H3/t10-,11+,16-,17-/m0/s1",WVLOADHCBXTIJK-YNHQPCIGSA-N,C17H19NO3,285.34,285.13649347,0,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,49.8,1.8,Hydromorphone_5284570.sdf
Oxymorphone,Opioids,5284604,4,0,0,539,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,1,301.13140809,5,2,22,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","InChI=1S/C17H19NO4/c1-18-7-6-16-13-9-2-3-10(19)14(13)22-15(16)11(20)4-5-17(16,21)12(18)8-9/h2-3,12,15,19,21H,4-8H2,1H3/t12-,15+,16+,17-/m1/s1",UQCNKQCJZOAFTQ-ISWURRPUSA-N,C17H19NO4,301.34,301.13140809,0,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,70,0.8,Oxymorphone_5284604.sdf
Loperamide,Opioids,3955,0,0,0,623,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,1,476.2230560,3,1,34,"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide","InChI=1S/C29H33ClN2O2/c1-31(2)27(33)29(24-9-5-3-6-10-24,25-11-7-4-8-12-25)19-22-32-20-17-28(34,18-21-32)23-13-15-26(30)16-14-23/h3-16,34H,17-22H2,1-2H3",RDOIQAHITMMDAJ-UHFFFAOYSA-N,C29H33ClN2O2,477.0,476.2230560,7,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,43.8,5,Loperamide_3955.sdf
Tapentadol,Opioids,9838022,2,0,0,193,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,1,221.177964357,2,1,16,"3-[(2R,3R)-1-(dimethylamino)-2-methylpentan-3-yl]phenol","InChI=1S/C14H23NO/c1-5-14(11(2)10-15(3)4)12-7-6-8-13(16)9-12/h6-9,11,14,16H,5,10H2,1-4H3/t11-,14+/m0/s1",KWTWDQCKEHXFFR-SMDDNHRTSA-N,C14H23NO,221.34,221.177964357,5,CC[C@@H](C1=CC(=CC=C1)O)[C@@H](C)CN(C)C,23.5,3.5,Tapentadol_9838022.sdf
Salvinorin A,Opioids,128563,7,0,0,792,CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC,1,432.17841785,8,0,31,"methyl (2S,4aR,6aR,7R,9S,10aS,10bR)-9-acetyloxy-2-(furan-3-yl)-6a,10b-dimethyl-4,10-dioxo-2,4a,5,6,7,8,9,10a-octahydro-1H-benzo[f]isochromene-7-carboxylate","InChI=1S/C23H28O8/c1-12(24)30-16-9-15(20(26)28-4)22(2)7-5-14-21(27)31-17(13-6-8-29-11-13)10-23(14,3)19(22)18(16)25/h6,8,11,14-17,19H,5,7,9-10H2,1-4H3/t14-,15-,16-,17-,19-,22-,23-/m0/s1",OBSYBRPAKCASQB-AGQYDFLVSA-N,C23H28O8,432.5,432.17841785,5,CC(=O)O[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)C4=COC=C4)C)C(=O)OC,109,2.5,Salvinorin_A_128563.sdf
Mitragynine,Opioids,3034396,3,1,0,624,CCC1CN2CCC3=C(C2CC1C(=COC)C(=O)OC)NC4=C3C(=CC=C4)OC,1,398.22055744,5,1,29,"methyl (E)-2-[(2S,3S,12bS)-3-ethyl-8-methoxy-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizin-2-yl]-3-methoxyprop-2-enoate","InChI=1S/C23H30N2O4/c1-5-14-12-25-10-9-15-21-18(7-6-8-20(21)28-3)24-22(15)19(25)11-16(14)17(13-27-2)23(26)29-4/h6-8,13-14,16,19,24H,5,9-12H2,1-4H3/b17-13+/t14-,16+,19+/m1/s1",LELBFTMXCIIKKX-QVRQZEMUSA-N,C23H30N2O4,398.5,398.22055744,6,CC[C@@H]1CN2CCC3=C([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)NC4=C3C(=CC=C4)OC,63.8,3.4,Mitragynine_3034396.sdf
7-Hydroxymitragynine,Opioids,44301524,4,1,0,722,CCC1CN2CCC3(C(=NC4=C3C(=CC=C4)OC)C2CC1C(=COC)C(=O)OC)O,1,414.21547206,7,1,30,"methyl (E)-2-[(2S,3S,7aS,12bS)-3-ethyl-7a-hydroxy-8-methoxy-2,3,4,6,7,12b-hexahydro-1H-indolo[2,3-a]quinolizin-2-yl]-3-methoxyprop-2-enoate","InChI=1S/C23H30N2O5/c1-5-14-12-25-10-9-23(27)20-17(7-6-8-19(20)29-3)24-21(23)18(25)11-15(14)16(13-28-2)22(26)30-4/h6-8,13-15,18,27H,5,9-12H2,1-4H3/b16-13+/t14-,15+,18+,23+/m1/s1",RYENLSMHLCNXJT-CYXFISRXSA-N,C23H30N2O5,414.5,414.21547206,6,CC[C@@H]1CN2CC[C@]3(C(=NC4=C3C(=CC=C4)OC)[C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)O,80.6,2.3,7-Hydroxymitragynine_44301524.sdf
Diazepam,Benzodiazepines,3016,0,0,0,403,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,1,284.0716407,2,0,20,"7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one","InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",AAOVKJBEBIDNHE-UHFFFAOYSA-N,C16H13ClN2O,284.74,284.0716407,1,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,32.7,3,Diazepam_3016.sdf
Alprazolam,Benzodiazepines,2118,0,0,0,434,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,1,308.0828741,3,0,22,"8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","InChI=1S/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3",VREFGVBLTWBCJP-UHFFFAOYSA-N,C17H13ClN4,308.8,308.0828741,1,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,43.1,2.1,Alprazolam_2118.sdf
Clonazepam,Benzodiazepines,2802,0,0,0,491,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,1,315.0410689,4,1,22,"5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one","InChI=1S/C15H10ClN3O3/c16-12-4-2-1-3-10(12)15-11-7-9(19(21)22)5-6-13(11)18-14(20)8-17-15/h1-7H,8H2,(H,18,20)",DGBIGWXXNGSACT-UHFFFAOYSA-N,C15H10ClN3O3,315.71,315.0410689,1,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,87.3,2.4,Clonazepam_2802.sdf
Lorazepam,Benzodiazepines,3958,1,0,0,443,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,1,320.0119330,3,2,21,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one","InChI=1S/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)",DIWRORZWFLOCLC-UHFFFAOYSA-N,C15H10Cl2N2O2,321.2,320.0119330,1,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,61.7,2.4,Lorazepam_3958.sdf
Midazolam,Benzodiazepines,4192,0,0,0,471,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,1,325.0782033,3,0,23,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine","InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3",DDLIGBOFAVUZHB-UHFFFAOYSA-N,C18H13ClFN3,325.8,325.0782033,1,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,30.2,2.5,Midazolam_4192.sdf
Triazolam,Benzodiazepines,5556,0,0,0,472,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,1,342.0439018,3,0,23,"8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",JOFWLTCLBGQGBO-UHFFFAOYSA-N,C17H12Cl2N4,343.2,342.0439018,1,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,43.1,2.4,Triazolam_5556.sdf
Temazepam,Benzodiazepines,5391,1,0,0,434,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,1,300.0665554,3,1,21,"7-chloro-3-hydroxy-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one","InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3",SEQDDYPDSLOBDC-UHFFFAOYSA-N,C16H13ClN2O2,300.74,300.0665554,1,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,52.9,2.2,Temazepam_5391.sdf
Oxazepam,Benzodiazepines,4616,1,0,0,407,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,1,286.0509053,3,2,20,"7-chloro-3-hydroxy-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one","InChI=1S/C15H11ClN2O2/c16-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)18-15(20)14(19)17-12/h1-8,15,20H,(H,17,19)",ADIMAYPTOBDMTL-UHFFFAOYSA-N,C15H11ClN2O2,286.71,286.0509053,1,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,61.7,2.2,Oxazepam_4616.sdf
Chlordiazepoxide,Benzodiazepines,2712,0,0,0,580,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,1,299.0825398,3,1,21,"7-chloro-4-hydroxy-N-methyl-5-phenyl-3H-1,4-benzodiazepin-2-imine","InChI=1S/C16H14ClN3O/c1-18-15-10-20(21)16(11-5-3-2-4-6-11)13-9-12(17)7-8-14(13)19-15/h2-9,21H,10H2,1H3",BUCORZSTKDOEKQ-UHFFFAOYSA-N,C16H14ClN3O,299.75,299.0825398,1,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,48.2,2.4,Chlordiazepoxide_2712.sdf
Flurazepam,Benzodiazepines,3393,0,0,0,540,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,1,387.1513682,4,0,27,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one","InChI=1S/C21H23ClFN3O/c1-3-25(4-2)11-12-26-19-10-9-15(22)13-17(19)21(24-14-20(26)27)16-7-5-6-8-18(16)23/h5-10,13H,3-4,11-12,14H2,1-2H3",SAADBVWGJQAEFS-UHFFFAOYSA-N,C21H23ClFN3O,387.9,387.1513682,6,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,35.9,3,Flurazepam_3393.sdf
Nitrazepam,Benzodiazepines,4506,0,0,0,452,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,1,281.08004122,4,1,21,"7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one","InChI=1S/C15H11N3O3/c19-14-9-16-15(10-4-2-1-3-5-10)12-8-11(18(20)21)6-7-13(12)17-14/h1-8H,9H2,(H,17,19)",KJONHKAYOJNZEC-UHFFFAOYSA-N,C15H11N3O3,281.27,281.08004122,1,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,87.3,2.2,Nitrazepam_4506.sdf
Flunitrazepam,Benzodiazepines,3380,0,0,0,519,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,1,313.08626942,5,0,23,"5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one","InChI=1S/C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3",PPTYJKAXVCCBDU-UHFFFAOYSA-N,C16H12FN3O3,313.28,313.08626942,1,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,78.5,2.1,Flunitrazepam_3380.sdf
Bromazepam,Benzodiazepines,2441,0,0,0,385,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,1,315.00072,3,1,19,"7-bromo-5-pyridin-2-yl-1,3-dihydro-1,4-benzodiazepin-2-one","InChI=1S/C14H10BrN3O/c15-9-4-5-11-10(7-9)14(17-8-13(19)18-11)12-3-1-2-6-16-12/h1-7H,8H2,(H,18,19)",VMIYHDSEFNYJSL-UHFFFAOYSA-N,C14H10BrN3O,316.15,315.00072,1,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,54.4,1.7,Bromazepam_2441.sdf
Clobazam,Benzodiazepines,2789,0,0,0,423,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,1,300.0665554,2,0,21,"7-chloro-1-methyl-5-phenyl-1,5-benzodiazepine-2,4-dione","InChI=1S/C16H13ClN2O2/c1-18-13-8-7-11(17)9-14(13)19(16(21)10-15(18)20)12-5-3-2-4-6-12/h2-9H,10H2,1H3",CXOXHMZGEKVPMT-UHFFFAOYSA-N,C16H13ClN2O2,300.74,300.0665554,1,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,40.6,2.1,Clobazam_2789.sdf
Phenobarbital,Barbiturates,4763,0,0,0,339,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,1,232.08479225,3,2,17,"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione","InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",DDBREPKUVSBGFI-UHFFFAOYSA-N,C12H12N2O3,232.23,232.08479225,2,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,75.3,1.5,Phenobarbital_4763.sdf
Pentobarbital,Barbiturates,4737,1,0,0,305,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,1,226.13174244,3,2,16,"5-ethyl-5-pentan-2-yl-1,3-diazinane-2,4,6-trione","InChI=1S/C11H18N2O3/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",WEXRUCMBJFQVBZ-UHFFFAOYSA-N,C11H18N2O3,226.27,226.13174244,4,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,75.3,2.1,Pentobarbital_4737.sdf
Secobarbital,Barbiturates,5193,1,0,0,343,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,1,238.13174244,3,2,17,"5-pentan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione","InChI=1S/C12H18N2O3/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)",KQPKPCNLIDLUMF-UHFFFAOYSA-N,C12H18N2O3,238.28,238.13174244,5,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,75.3,2,Secobarbital_5193.sdf
Amobarbital,Barbiturates,2164,0,0,0,303,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,1,226.13174244,3,2,16,"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione","InChI=1S/C11H18N2O3/c1-4-11(6-5-7(2)3)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",VIROVYVQCGLCII-UHFFFAOYSA-N,C11H18N2O3,226.27,226.13174244,4,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,75.3,2.1,Amobarbital_2164.sdf
Thiopental,Barbiturates,3000715,1,0,0,308,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,1,242.10889899,3,2,16,"5-ethyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione","InChI=1S/C11H18N2O2S/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",IUJDSEJGGMCXSG-UHFFFAOYSA-N,C11H18N2O2S,242.34,242.10889899,4,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,90.3,2.9,Thiopental_3000715.sdf
Methohexital,Barbiturates,9034,2,0,0,497,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,1,262.13174244,3,1,19,"5-hex-3-yn-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione","InChI=1S/C14H18N2O3/c1-5-7-8-10(3)14(9-6-2)11(17)15-13(19)16(4)12(14)18/h6,10H,2,5,9H2,1,3-4H3,(H,15,17,19)",NZXKDOXHBHYTKP-UHFFFAOYSA-N,C14H18N2O3,262.30,262.13174244,3,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,66.5,2.3,Methohexital_9034.sdf
